Query,Title,Year,Citations,Authors,URL,Abstract,Relevance_Score
material,The Supplementary Material,2021,3641,Yunbo Zhang; Wenhao Yu; Greg Turk; A. T. Hyperparameters,https://www.semanticscholar.org/paper/ce162539dc509b4b114554efcf0da16f6901df93,,60
material,Supporting Online Material for Reducing the Dimensionality of Data with Neural Networks,2006,11175,Geoffrey E. Hinton; R. Salakhutdinov,https://www.semanticscholar.org/paper/02552a8b40f3a82a5353f596264db71d899a9b4a,,60
material,Optimal shape design as a material distribution problem,1989,4217,M. Bendsøe,https://www.semanticscholar.org/paper/51985a7551a99f838a1cc2b642c2ea371ce2d686,,60
material,Semiconductor Material and Device Characterization,1990,6784,D. Schroder,https://www.semanticscholar.org/paper/032a594d5edf02fd92b14b0fb3e853ee8067871c,,60
material,Material science and engineering : an introduction,1997,6797,W. Callister,https://www.semanticscholar.org/paper/6bf730b3b42d8f7d4b3b6c2efdccaefbabfe981e,,60
material,Supporting Online Material,2002,6788,Niclas Jonzén; Andreas Lindén; Torbjørn Ergon; E. Knudsen; J. Vik; Diego Rubolini; D. Piacentini; Christian Brinch; Fernando Spina; Lennart Karlsson; Martin Stervander; Arne Andersson; Jonas Waldenström; A. Lehikoinen; Erik Edvardsen; Rune Solvang; Nils Chr. Stenseth,https://www.semanticscholar.org/paper/08991e0beb2c575d171f9b509d91b65d15777fac,,60
material,A New Constitutive Framework for Arterial Wall Mechanics and a Comparative Study of Material Models,2000,3399,G. Holzapfel; T. Gasser; R. Ogden,https://www.semanticscholar.org/paper/5b43d4b435281f204a7a5bf450c88a267ae7093a,,60
material,How to Read and Interpret FTIR Spectroscope of Organic Material,2019,1850,A. Nandiyanto; R. Oktiani; R. Ragadhita,https://www.semanticscholar.org/paper/a3d0e63a5e989ef36e841ab3db6c48b9921aeacb,"Fourier Transform Infrared (FTIR) has been developed as a tool for the simultaneous and quantitative determination of organic components, including chemical bond, as well as organic content (e.g. protein, carbohydrate and lipid). However, until now, there is no further information for the detailed information in the FTIR peaks. The objective of this study was to demonstrate how to read and assess chemical bond and structure in the organic material. The analysis was then compared with the literatures. The step-by-step method on how to read the FTIR data was presented, including reviewing simple to the complex organic materials. This study is potential to be used as a standard information on how to read FTIR peaks in the biochemical and organic materials.",60
material,Cellulose: fascinating biopolymer and sustainable raw material.,2005,6755,D. Klemm; B. Heublein; H. Fink; A. Bohn,https://www.semanticscholar.org/paper/d0961cb91f79877dd5cc0fac9df3fb7157ddad12,,60
material,Material-structure-performance integrated laser-metal additive manufacturing,2021,1200,D. Gu; Xinyu Shi; R. Poprawe; D. Bourell; R. Setchi; Jihong Zhu,https://www.semanticscholar.org/paper/3d1a575ad72f77a7494eb342e80e46b966c82aba,"Cross-scale coordination Laser-based additive manufacturing has the potential to revolutionize how components are designed. Gu et al. suggest moving away from a strategy that designs and builds components in a serial manner for a more wholistic method of optimization for metal parts. The authors summarize several key developments in laser powder bed fusion and directed energy deposition and outline a number of issues that still need to be overcome. A more integrated approach will help to reduce the number of steps required for fabrication and expand the types of structures available for end-use components. Science, abg1487, this issue p. eabg1487 A Review explains that material-structure-performance integration enables high-performance, multifunctional laser-metal additive manufacturing. BACKGROUND Metallic components are the cornerstone of modern industries such as aviation, aerospace, automobile manufacturing, and energy production. The stringent requirements for high-performance metallic components impede the optimization of materials selection and manufacturing. Laser-based additive manufacturing (AM) is a key strategic technology for technological innovation and industrial sustainability. As the number of applications increases, so do the scientific and technological challenges. Because laser AM has domain-by-domain (e.g., point-by-point, line-by-line, and layer-by-layer) localized forming characteristics, the requisite for printing process and performance control encompasses more than six orders of magnitude, from the microstructure (nanometer- to micrometer-scale) to macroscale structure and performance of components (millimeter- to meter-scale). The traditional route of laser-metal AM follows a typical “series mode” from design to build, resulting in a cumbersome trial-and-error methodology that creates challenges for obtaining high-performance goals. ADVANCES We propose a holistic concept of material-structure-performance integrated additive manufacturing (MSPI-AM) to cope with the extensive challenges of AM. We define MSPI-AM as a one-step AM production of an integral metallic component by integrating multimaterial layout and innovative structures, with an aim to proactively achieve the designed high performance and multifunctionality. Driven by the performance or function to be realized, the MSPI-AM methodology enables the design of multiple materials, new structures, and corresponding printing processes in parallel and emphasizes their mutual compatibility, providing a systematic solution to the existing challenges for laser-metal AM. MSPI-AM is defined by two methodological ideas: “the right materials printed in the right positions” and “unique structures printed for unique functions.” The increasingly creative methods for engineering both micro- and macrostructures within single printed components have led to the use of AM to produce more complicated structures with multimaterials. It is now feasible to design and print multimaterial components with spatially varying microstructures and properties (e.g., nanocomposites, in situ composites, and gradient materials), further enabling the integration of functional structures with electronics within the volume of a laser-printed monolithic part. These complicated structures (e.g., integral topology optimization structures, biomimetic structures learned from nature, and multiscale hierarchical lattice or cellular structures) have led to breakthroughs in both mechanical performance and physical/chemical functionality. Proactive realization of high performance and multifunctionality requires cross-scale coordination mechanisms (i.e., from the nano/microscale to the macroscale). OUTLOOK Our MSPI-AM continues to develop into a practical methodology that contributes to the high performance and multifunctionality goals of AM. Many opportunities exist to enhance MSPI-AM. MSPI-AM relies on a more digitized material and structure development and printing, which could be accomplished by considering different paradigms for AM materials discovery with the Materials Genome Initiative, standardization of formats for digitizing materials and structures to accelerate data aggregation, and a systematic printability database to enhance autonomous decision-making of printers. MSPI-oriented AM becomes more intelligent in processes and production, with the integration of intelligent detection, sensing and monitoring, big-data statistics and analytics, machine learning, and digital twins. MSPI-AM further calls for more hybrid approaches to yield the final high-performance/multifunctional achievements, with more versatile materials selection and more comprehensive integration of virtual manufacturing and real production to navigate more complex printing. We hope that MSPI-AM can become a key strategy for the sustainable development of AM technologies. Material-structure-performance integrated additive manufacturing (MSPI-AM). Versatile designed materials and innovative structures are simultaneously printed within an integral metallic component to yield high performance and multifunctionality, integrating in parallel the core elements of material, structure, process, and performance and a large number of related coupling elements and future potential elements to enhance the multifunctionality of printed components and the maturity and sustainability of laser AM technologies. Laser-metal additive manufacturing capabilities have advanced from single-material printing to multimaterial/multifunctional design and manufacturing. Material-structure-performance integrated additive manufacturing (MSPI-AM) represents a path toward the integral manufacturing of end-use components with innovative structures and multimaterial layouts to meet the increasing demand from industries such as aviation, aerospace, automobile manufacturing, and energy production. We highlight two methodological ideas for MSPI-AM—“the right materials printed in the right positions” and “unique structures printed for unique functions”—to realize major improvements in performance and function. We establish how cross-scale mechanisms to coordinate nano/microscale material development, mesoscale process monitoring, and macroscale structure and performance control can be used proactively to achieve high performance with multifunctionality. MSPI-AM exemplifies the revolution of design and manufacturing strategies for AM and its technological enhancement and sustainable development.",60
material,Crystal Graph Convolutional Neural Networks for an Accurate and Interpretable Prediction of Material Properties.,2017,1729,T. Xie; J. Grossman,https://www.semanticscholar.org/paper/d133cb102ad0f81e3fd17a7db090b28afc124c4a,"The use of machine learning methods for accelerating the design of crystalline materials usually requires manually constructed feature vectors or complex transformation of atom coordinates to input the crystal structure, which either constrains the model to certain crystal types or makes it difficult to provide chemical insights. Here, we develop a crystal graph convolutional neural networks framework to directly learn material properties from the connection of atoms in the crystal, providing a universal and interpretable representation of crystalline materials. Our method provides a highly accurate prediction of density functional theory calculated properties for eight different properties of crystals with various structure types and compositions after being trained with 10^{4} data points. Further, our framework is interpretable because one can extract the contributions from local chemical environments to global properties. Using an example of perovskites, we show how this information can be utilized to discover empirical rules for materials design.",60
material,Spectrofluorometric characterization of dissolved organic matter for indication of precursor organic material and aromaticity,2001,2775,D. McKnight; E. Boyer; P. Westerhoff; P. Doran; T. Kulbe; D. Andersen,https://www.semanticscholar.org/paper/19008b44c6fdeb161105b2e600618b15f5e3d74c,,60
material,Developing fibrillated cellulose as a sustainable technological material,2021,1206,Tian Li; Chaoji Chen; Alexandra H. Brozena; J. Zhu; Li-Xing Xu; C. Driemeier; J. Dai; O. Rojas; A. Isogai; L. Wågberg; Liangbing Hu,https://www.semanticscholar.org/paper/d073b86dbc00af83630c546e1907a74b20acf2dc,,60
material,Wood handbook : wood as an engineering material,2010,2722,R. Ross,https://www.semanticscholar.org/paper/5af2f0a869100c942ea63c9627e034f48ca37125,,60
material,Material Science and Engineering,2022,525,Fadi Hage Chehade; Chen Hu; Ke Wang,https://www.semanticscholar.org/paper/95792e2c19e5f79082ffa856048f730878c79a49,"Answer FIVE questions, taking ANY TWO from Group A, ANY TWO from Group B and ALL from Group C. All parts of a question (a, b, etc) should be answered atone place, Answer should be brief and to-the-point and be supplemented with neat sketches. Unnecessary long answers may result in loss of marks. Any missing data ,or wrong data may be assumed suitably giving proper justification. Figures on the right-hand side margin indicate full marks. 1. (a) What is a Burger vector? Show it by drawing a Burger circuit? What is Frank-Read source? State its importance in plastic deformation. 2+2+2 (b) Distinguish between: (2x2)+ (2x2) (i) Slip and Cross slip (ii) Sessile dislocation and Glissile dislocation. (c) What is Critical Resolved Shear Stress? Derive its formulae. 2+2 (d) Calculate the degree of freedom of ice and water kept in a beaker at 1 atmosphere pressure. 2 2. (a) State Fick's laws of Diffusion. How can it help you m the problems of Case Carburising? Given an activation energy, Q of 142 kJ/mol, for the diffusion of carbon in FCC iron and an initial temperature of 1000 K, find the temperature that will increase the diffusion coefficient by a factor 10. [R =8.314 J/(mol.K)]: Will you use a very high temperature? 2+2+(3+1) (b) What is a Phase? What is the difference between α-iron and ferrite? Define an invariant reaction with an example. 2+2 (c) Differentiate between: (2x2)+ (2x2) (i) Phase Rule and Phase Diagram, (ii) Solvus Line and Solidus Line. 3. (a) Explain Lever Rule with a Tie Line. Find the weight percentage of pro-eutectoid ferrite just above, the eutectoid temperature of a 0 3%C-steel. 2+2 (b) Derive the relationship between True Strain and Engineering Strain. What is Resilience? Why is it important for spring material? 2+(1 +1) (c) Describe Yield Point Phenomenon. Draw the engineering stress-strain diagram of Glass. Why does necking occur during tension test of a ductile material 2+2+2 (d) Justify: 2x3 (i) Zinc is not as ductile as copper (ii) Cold working increases hardness of materials (iii) Steel is a brittle material at sub-zero atmosphere. 4. (a) Suggest one suitable material for each of the following purpose with justifications: 2x5 (i) File Cabinet (ii) WaterTap (iii) Manhole Cover (iv) Garden Chair (v) Glass Cutter.",60
material,A radiative cooling structural material,2019,1220,Tian Li; Yao Zhai; Shuaiming He; Wentao Gan; Zhiyuan Wei; Mohammad Heidarinejad; Daniel A. Dalgo; Ruiyu Mi; Xinpeng Zhao; Jianwei Song; J. Dai; Chaoji Chen; Ablimit Aili; Azhar Vellore; A. Martini; Ronggui Yang; J. Srebric; Xiaobo Yin; Liangbing Hu,https://www.semanticscholar.org/paper/0355e1ec25acb9be83063ac5b0e410a2e23e0bf6,"A stronger, cooler wood One good way to reduce the amount of cooling a building needs is to make sure it reflects away infrared radiation. Passive radiative cooling materials are engineered to do this extremely well. Li et al. engineered a wood through delignification and re-pressing to create a mechanically strong material that also cools passively. They modeled the cooling savings of their wood for 16 different U.S. cities, which suggested savings between 20 and 50%. Cooling wood would be of particular value in hot and dry climates. Science, this issue p. 760 A process of delignification and reapplication of pressure creates a strong wood-based passive radiative cooling material. Reducing human reliance on energy-inefficient cooling methods such as air conditioning would have a large impact on the global energy landscape. By a process of complete delignification and densification of wood, we developed a structural material with a mechanical strength of 404.3 megapascals, more than eight times that of natural wood. The cellulose nanofibers in our engineered material backscatter solar radiation and emit strongly in mid-infrared wavelengths, resulting in continuous subambient cooling during both day and night. We model the potential impact of our cooling wood and find energy savings between 20 and 60%, which is most pronounced in hot and dry climates.",60
material,A fluorene-terminated hole-transporting material for highly efficient and stable perovskite solar cells,2018,1824,N. Jeon; Hyejin Na; E. Jung; Tae-Youl Yang; Yong Guk Lee; Geunjin Kim; H. Shin; Sang Il Seok; Jaemin Lee; Jangwon Seo,https://www.semanticscholar.org/paper/cd4c2eb107c8cad3447fe0db846dbae4c6058515,,60
material,Material Inhomogeneities in Elasticity,2020,777,G. Maugin,https://www.semanticscholar.org/paper/94794a2e1111820ec20dd78305157878e64e5672,,60
material,A continuum theory of elastic material surfaces,1975,3009,M. Gurtin; A. Ian Murdoch,https://www.semanticscholar.org/paper/dc191aff30c3abe780f8db5d83207a251794e8de,,60
material,Processing bulk natural wood into a high-performance structural material,2018,1239,Jianwei Song; Chaoji Chen; Shuze Zhu; Mingwei Zhu; J. Dai; Upamanyu Ray; Yiju Li; Yudi Kuang; Yongfeng Li; Nelson Quispe; Yonggang Yao; Amy Gong; U. Leiste; Hugh Alan Bruck; J. Y. Zhu; Azhar Vellore; Heng Li; Marilyn L. Minus; Z. Jia; A. Martini; Teng Li; Liangbing Hu,https://www.semanticscholar.org/paper/ebb83681967d065b6b47d483607fc793a03d5a10,,60
